key,query,Title,LeafCats,ItemID,X_unit_id,SCORE,label_relevanceGrade,label_relevanceBinary,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
42906,dewalt,DEWALT 20V MAX 1.5 Ah Li-Ion 2-Tool Combo Kit  DCK280C2R,177000,21387,693265010,3:2:,5,0.0,3416.833252,1.0,-7.495851,-3.789293,19.321884,0.161668839635,36733.0,81823.0,227,-100.0
141018,mike vick virginia tech jersey,XL Ron Mexico Majestic Virginia Tech college style jersey Michael Mike Vick  ,137084,50084,780088775,-2:3:1,4,0.0,2676.618,0.0,-7.713225,-2.519879,74.235405,0.01273,0.0,0.0,145,-100.0
33048,gsm pir sensor,HOMSECUR Wireless&wired GSM Home Security Alarm System +PIR Sensor+ Door Sensor,48636,16388,687421149,2:-1:2,4,0.0,2676.618,0.0,-9.232486,-4.139356,71.215889,0.010833880499,0.0,0.0,171,1.44174049068
1203,bollywood lp indrajeet,1991 Bollywood Poster INDRAJEET Amitabh Bachchan Jayapradha 36031,60349,638,724905288,-1:-1:-2,2,0.0,2676.618,0.0,-7.546696,-5.061834,35.042431,0.0,0.0,0.0,139,-100.0
138031,liberty die cast delivery 1949,Liberty Classics 1955 cheverolet Collector Bank sunsweet car  die cast metal,180506,48560,780088478,1:1:1,4,0.0,2676.618,0.0,-7.66083,-4.564271,48.184837,0.535368,0.0,0.0,143,-100.0
97987,disney little dolls,NEW Disney Store Classic Princess Ariel Doll 12” NIB The Little Mermaid,168083,48032,693266893,3:3:-3,4,0.0,2676.618,0.0,-9.059817,-4.216012,50.455795,0.0320388349515,0.0,0.0,154,-100.0
139080,john deere x575 tractor,ALTERNATOR MAGNETO JOHN DEERE TRACTOR X475 X485 X575 X585 X700 X720 KAWASAKI,121876,49147,780086364,-1:3:-1,3,0.0,2676.618,0.0,-8.088441,-6.235847,70.328003,0.064391,0.0,0.0,222,-100.0
41544,babadook book,Horror Hound # 50 Uncirculated Ghostbusters & The Babadook,280,20664,740194408,3:-1:3,5,0.0,2116.5,1.0,-8.071689,-5.215894,21.769808,0.283910139648,6.0,-1000000.0,150,-100.0
50768,pinup girl clothing,FOREVER 21 Flower Hair Clip Band Pin for Clothing PURPLE HOT PINK Pin Up Girl,45220,25135,687422149,3:3:-1,5,0.0,1346.875,1.0,-7.820298,-5.380238,27.479733,0.0,227.0,-1000000.0,144,0.576148957573
28076,metal marching stick,New Lensatic Compass Military Camping Hiking Army Style Survival Marching Metal,52482,13918,693265590,-1:-2:-2,1,0.0,2676.618,0.0,-5.73495,-3.676753,39.023441,0.0,0.0,0.0,214,-100.0
156860,baul para mesa,Soporte de mesa para micrófonos de mano. Shure,100501,57617,809742513,1::,4,0.0,2676.618,0.0,-7.390667,-4.736623,38.090343,0.0,0.0,0.0,215,-100.0
28007,fuel level sensor unit.for nissan altima 2000,New Electric Fuel Pump Gas With Sending Unit for Nissan Maxima Altima Quest,33555,13886,687418988,-1:-2:-2,1,0.0,2676.618,0.0,-7.342112,-4.723649,37.376694,0.183712233564,0.0,0.0,211,-100.0
157284,fusion 3,Rugged Hybrid Armor Hard Case Cover For AT&T Huawei Tribute Fusion 3 Y536A1+LCD,20349,57817,809745085,-1:-1:-1,2,0.0,4519.799805,1.0,-5.198204,-3.581772,19.954659,0.675058,71073.0,394736.0,230,1.66938498131
1645,all american  stainless caasserole dish,All Size Stainless Steel No tip No Slip Dog Puppy Pet Food or Water Bowl Dish,177789,859,724907944,-1::-2,1,0.0,2676.618,0.0,-5.680174,-3.755907,28.783772,0.0,0.0,0.0,220,-100.0
4580,7mgte,Upgrade T61 Turbo Charger For Toyota 86-92 Supra MKIII 7MGTE CT26 Bolt On 500 HP,33742,2303,724909341,3:-1:-1,3,0.0,3297.5,1.0,-8.341767,-3.545053,35.291672,0.32547008547,1936.0,0.0,142,-100.0
28660,canvas," Canvas Case Pouch Holster for Verizon Motorola Barrage V860, CITRUS WX445",20349,14186,753407467,:-1:3,4,0.0,369.642853,1.0,-7.989256,-5.220534,6.728971,0.0,1568635.0,80321.0,214,-0.627902843602
31271,blue microphone,Condenser Studio Sound Recording Professional Microphone Mic For Karaoke Blue US,29946,15493,693265367,1:-3:3,3,0.0,3447.583252,1.0,-8.386202,-6.242387,50.148277,0.867968903116,8384.0,87912.0,183,1.05392178629
50413,acoustic image,Fishman Aura Acoustic Image Blender,22669,24946,693263908,3:3:-1,5,0.0,1464.5,1.0,-8.102122,-4.885607,52.90601,0.0630019385212,87.0,-1000000.0,172,1.06786172957
24956,nike air max 90 washed denim size 7,Nike Air Max 90 Washed Denim QS atmos bleached infrared,15709,12332,740195802,1:1:1,4,0.0,2676.618,0.0,-9.105085,-3.48657,58.673378,0.596133015347,0.0,0.0,141,-100.0
158422,electronic dictionary arabic english,Arabic-English Dictionary: The Hans Wehr Dictionary of Modern Written Arabic ,2228,58405,809744613,1:-2:1,3,0.0,2676.618,0.0,-5.950712,-3.361066,58.406834,0.238172,51.0,-1000000.0,149,-100.0
24953,mason 5 quart blue/green round glass jar,VINTAGE MASON TYPE BALL PERFECT CANNING JAR  2 QUART AQUA BLUE WITH GREEN SLAG,13913,12329,740194041,1:1:1,4,0.0,2676.618,0.0,-8.190066,-4.071695,61.367554,0.417373235156,0.0,0.0,136,-100.0
40011,gold coins sale,2001 1/10 OZ. $5.00 GOLD  ESTATE SALE,177652,19872,687418065,3:-1:2,4,0.0,1344.714233,1.0,-8.236676,-3.658667,39.239071,0.186236766121,183.0,-1000000.0,0,0.416143943916
142987,rhinestone name tag necklace,LEA SOPHIA Antiqued Gold Crystal RHINESTONE MEDALLION Pendant Necklace New w Tag,155101,51020,780092196,3:-2:3,4,0.0,2676.618,0.0,-8.212655,-4.015552,39.859386,0.184901,0.0,0.0,169,1.16904975536
219896,3d world magazine,Lot of 17 STEREO WORLD Magazine 3D Stereoscopic 2009-2012 Vol 35 36 37,280,70153,793073682,3:-2:-2,3,0.0,1002.125,1.0,-7.498097,-4.8182,29.989777,0.300436,170.0,-1000000.0,155,-100.0
139930,supermicro 24 bays,4U Supermicro 24 bays Storage Server Chassis SC846E1-R900B 846EL1 2x 800Watt PS,11211,49589,780088695,1:3:3,5,0.0,2676.618,0.0,-8.493433,-2.711363,49.883713,0.738732,23.0,-1000000.0,205,0.69617587222
38718,antique carriage wheels,Vintage Chrome Baby Buggy Stroller Carriage Hub Caps on Wheels,163009,19205,753411145,3:-1:-1,3,0.0,2676.618,0.0,-9.31699,-4.860884,27.079397,0.172827,0.0,0.0,141,-100.0
2177,imac 27 -i5,"Apple iMac Core i7 3.4 GHz 27""  (MC814LL/A) 16GB 1TB AS-IS DEFECTIVE",111418,1135,724909984,1:-3:1,3,0.0,3133.800049,1.0,-9.203476,-3.443054,39.151302,0.516373510759,344.0,-1000000.0,218,-100.0
216962,maden singer,Steve Madden 'Singer' Beige Bedazzled Heels Size 6,55793,68716,793074780,-1:3:3,5,0.0,2676.618,0.0,-8.156326,-3.127712,37.572449,0.102407,0.0,0.0,171,-100.0
158074,western mountaineering terralite,Western Mountaineering Bag Expander,87100,58203,809743120,-1:-1:3,3,0.0,2676.618,0.0,-8.007715,-1.958845,55.445583,0.657897,0.0,0.0,172,-100.0
218351,randy wayne white dead silence,"3 HB/DJ 1st/1st by Randy Wayne White: DARK LIGHT, HUNTER'S MOON, DEAD SILENCE",171228,69403,793070707,2:3:2,5,0.0,2676.618,0.0,-7.423609,-4.141099,68.645767,0.371099,0.0,0.0,138,-100.0
34428,chair,Baxton Eiffel Leg Armchairs 2 Set Contemporary Chairs White Dining Room Table,54235,17106,693261908,2:2:2,5,0.0,1909.230713,1.0,-7.999263,-5.82925,30.217466,0.273273273273,234999.0,133333.0,209,-100.0
161598,headlights headlamp clear corner gmc,CHROME HOUSING HEADLIGHT+BUMPER+AMBER CORNER LIGHT FOR 94-00 GMC GMT400 C10 C/K,33710,59986,809742881,3:1:3,5,0.0,2676.618,0.0,-6.56803,-4.328263,95.27256,0.4978,0.0,0.0,171,-100.0
140939,old navy rashguard,Infant Boys Old Navy 2-Piece Swim Trunks and Rash Guard Top Size 12-18 Months,147339,50038,780090999,2:2:3,5,0.0,2676.618,0.0,-8.163051,-4.065555,45.314964,0.164081,223.0,-1000000.0,140,-0.170725809811
21944,parachute coconut oil 60 fl oz,Organic Refined Coconut Oil - 54 fl. oz (1.6 L) (1600 ml) by Nutiva,11776,10913,740192416,-1:-1:-1,2,0.0,2676.618,0.0,-5.474813,-3.656045,69.052017,0.0884407043502,0.0,0.0,0,-100.0
48279,chanel sweater dress,Chanel 07P Beige Striped Beaded Linen Cashmere 3/4 Sleeve Tunic Sweater Dress 44,63861,23959,753406486,3:3:1,5,0.0,2540.0,1.0,-8.804442,-3.428218,42.80275,0.361246,50.0,-1000000.0,201,2.0775933804
159876,foam paw print,Pet Bed Dog Bed Large Classic Paws Memory Foam Leopard Print,20744,59135,809746958,-2:-2:-2,1,0.0,2676.618,0.0,-7.87918,-4.583644,46.633167,0.0,0.0,0.0,220,-100.0
593,1937 pontiac wiper,Chrome Latching Dash Button Headlight Fog Driving Light Wiper On/Off Switch,50459|140732,332,724909682,-1:-1:-1,2,0.0,2676.618,0.0,-7.249545,-5.391151,13.731483,0.0351537532846,0.0,0.0,223,-100.0
163107,1986 bayliner side window,1986 BAYLINER CAPRI SIDE WINDOW SUPPORT/MOUNTING BRACKETS - PORT & STARBOARD,26448,60684,809742807,3:3:-1,5,0.0,2676.618,0.0,-7.724508,-5.563916,75.800423,0.081046,0.0,0.0,109,-100.0
21217,lotta clog red 40,"NEW SPRING STEP L'ARTISTE SHERBET-B RED, BLACK & BROWN LEATHER CLOG 40 US 9 SHOE",55793,10563,687422262,:1:-1,3,0.0,2676.618,0.0,-8.228025,-4.524191,30.60631,0.228923787255,0.0,0.0,218,-100.0
42915,bandai robot,Super Sentai Robot Archives 11pcs Bandai Power Rangers,19198,21390,753408286,3:2:0,5,0.0,2124.0,1.0,-7.993875,-3.966199,52.647835,0.236468,2976.0,-1000000.0,143,-100.0
142448,hollister polo shirt,"~Abercrombie & Fitch~ Mens Size XL *Hollister* Casual Red ""Muscle"" Polo Shirt",57990,50757,780086464,3:1:3,5,0.0,3403.076904,1.0,-7.519822,-4.065834,34.486191,0.609794,1886.0,-1000000.0,148,-100.0
33307,tc40h273p,Brother P-Touch Cassettes,58261,16528,753408868,-2:-2:,1,0.0,2676.618,0.0,-7.511104,-4.739599,39.3727,0.0,0.0,0.0,142,-100.0
219824,thomas train shark car,Thomas & Friends Wooden Railway SODOR AQUARIUM CARS Shark & Octopus Retired,113518,70118,793069843,3::-2,3,0.0,2676.618,0.0,-7.942129,-4.190351,53.875496,0.524503,0.0,0.0,140,-100.0
24797,ikea ledberg 3 piece light strip set white led kitchen and under cabinet,Kitchen Under Cabinet Professional Lighting Kit WARM WHITE LED Strip Tape Light,116880,12254,687418413,1:1:1,4,0.0,2676.618,0.0,-6.782579,-4.080118,122.382568,0.327882833447,0.0,0.0,170,-100.0
42514,ruffled cuff peasant top,IZ Women's S Sheer Puckered Blue/Brown Fabric Wide Ruffle Cuff Peasant Top,53159,21206,753408658,3:1:3,5,0.0,2676.618,0.0,-7.513456,-5.018154,71.274979,0.574269,0.0,0.0,146,1.3265076169
30138,fluval,12 Pre-Filter Sponge Set for Fluval Edge Aquarium,46310,14936,693263791,-1:3:2,4,0.0,2732.5,1.0,-6.530766,-5.003336,36.711956,0.637265711136,2950.0,105263.0,204,-100.0
35635,07 ford fusion lights,06 07 08 09 Fusion OEM Genuine Ford Parts RIGHT - Passenger Head Lamp Light NEW,33710,17705,687421320,2:3:2,5,0.0,2676.618,0.0,-7.258659,-5.401619,43.940132,0.0797648191921,0.0,0.0,140,-100.0
5782,4in1 gauge set,FARIA GEKKO BOAT 2 PIECE 5 GAUGE SET~GAUGES~INSTRUMENTS~50 MPH~4-IN-1 F-V-O-T,26444,2880,724910895,3:-2:3,4,0.0,2676.618,0.0,-6.679376,-3.430314,57.651131,0.0,0.0,0.0,171,-100.0
214605,funkadelic first,"Funkadelic 45 7"" & PS Electric Spanking Of War Babies (Funk) DJ 1st Edition NM",176985,67528,793074054,:1:1,4,0.0,2676.618,0.0,-7.640009,-4.135454,38.849506,0.461449,0.0,0.0,170,-100.0
42461,fire trucks for sale,"1956 GMC 350 Luverne Fire Truck - Gettysburg, South Dakota Fire Dept.",63735,21174,740195198,3:1:3,5,0.0,1381.416626,1.0,-10.915154,-3.372618,40.909046,0.146185638482,24234.0,-1000000.0,143,-100.0
43468,xbox driving wheel,Xbox One Steering Wheel Controller Driving Pedals Racing Video Games Forza 5 ,117042,21628,693265878,3:2:2,5,0.0,2676.618,0.0,-7.723476,-4.358275,48.951832,0.531156119779,24.0,-1000000.0,219,-100.0
21882,nissan titan,LED COB Replacement Bulb Fog Driving Light Daytime Running Lamp DRL FogLight C04,33713,10877,753407214,-1:-1:-1,2,0.0,185.46666,1.0,-7.390667,-4.736623,0.0,0.034377,198290.0,20618.0,171,-100.0
219686,arial fly yoga,Yoga Swing Sling Strength Training Relieve Back Pain Fitness Sport Accessory New,179809,70050,793071995,3:1:3,5,0.0,2676.618,0.0,-7.505978,-4.505057,27.29513,0.5222,0.0,0.0,202,-100.0
22145,kerosene heater,Kerosene Heater Wick Igniter A style see picture for models that it fits.,20613,11018,693264371,-1:-1:-1,2,0.0,1014.5,1.0,-7.264981,-5.040926,46.823952,0.763499933003,2909.0,178517.0,138,-100.0
33507,fz6r tank mount,Nelson-Rigg GPS Phone Holder Magnetic Mount Motorcycle Tank Bag Helmet Bag,84146,16644,687418193,-2:-2:1,2,0.0,2676.618,0.0,-10.478658,-5.4853,23.8032,0.0159266513139,0.0,0.0,211,-100.0
410,libretto,"TOSHIBA Libretto IO Adapter, Model CAB0346A, for 70CT Notebook",175690,227,724906505,-1:-1:-1,2,0.0,1517.076904,1.0,-7.749083,-4.93777,20.331566,0.0311418685121,4397.0,-1000000.0,172,-100.0
38057,ebay uk,FANTABULOUS LAGENLOOK DARK STRIPE FLAG DRESS uk 12-24 OUR BESTSELLING EBAY DRESS,63861,18899,693266046,3::-1,4,0.0,3710.428467,1.0,-9.583735,-5.068047,18.858809,0.36385026738,11061.0,0.0,206,-100.0
33409,nothing is given its earned bracelet,JOY MANGANO SHADES READERS +1.50 THE BIGGEST SET EVER WITH 18 PIECES,67673,16591,687423381,:-2:-2,1,0.0,2676.618,0.0,-7.32953,-4.521548,14.652164,0.0,0.0,0.0,135,-100.0
140837,luke hemmings,RARE 5 Seconds of Summer Posters & Articles! Luke Hemmings Ashton Irwin,104742,49984,780091541,2:2:2,5,0.0,2472.5,1.0,-7.717082,-4.00742,27.234875,0.008655,1692.0,-1000000.0,148,-100.0
39558,kimchi blue lace triangle bra,"Floral Sheer Lace Triangle BRALETTE BRA BUSTIER CROP TOP  UNPADDED, MESH LINED",63853,19667,693264182,3:1:1,5,0.0,2676.618,0.0,-5.819408,-3.466367,46.772579,0.402918618625,0.0,0.0,213,0.504224526198
28852,intel i5,Intel Core i5-4570S SR14J 2.90GHZ 6MB 5GT/s LGA 1150/Socket H3 Quad-Core CPU,164,14294,740197278,1:3:,5,0.0,3157.560059,1.0,-8.229738,-4.095149,31.793236,0.350668485675,6677.0,66666.0,143,0.394001697305
30971,wood turnig blanks,4PC 7X3 BLACK WALNUT TURNING WOOD BOWL/ CARVING BLANK LATHE,71235,15347,753408639,-1:3:3,5,0.0,4154.428711,1.0,-6.976377,-5.225231,28.51738,0.621594,4557.0,352941.0,136,-100.0
50257,ralph lauren perfume -sample,ROMANCE BY RALPH LAUREN WOMEN PERFUME 3.4 OZ EDP SPRAY NIB SEALED,11848,24875,753410234,3:3:-1,5,0.0,2676.618,0.0,-6.428608,-3.72665,50.922604,0.5661,0.0,0.0,225,1.44335516726
1220,copas fiat,BRAND NEW IGNITION COIL ON PLUG PENCIL COP **FITS VERONA 2.5L V6,33689,655,724906545,-1:-1:-2,2,0.0,2676.618,0.0,-5.246329,-4.026417,13.489898,0.0,0.0,0.0,219,-100.0
158423,cintas cotton pants 340,Men's Cintas Cargo Pants Flat Front Poly/Cotton Blend Navy Blue Size 46 X 31,57989,58406,809743901,1:-2:1,3,0.0,2676.618,0.0,-8.095411,-4.306646,51.713612,0.328509,0.0,0.0,173,-100.0
39696,toyota fj cruiser,Toyota : Land Cruiser FJ45,6443,19718,740196047,3:1:1,5,0.0,2981.125,1.0,-11.421532,-3.187254,51.824165,0.168242372153,70424.0,34482.0,171,-100.0
32870,mexican hand carved tea table,Vintage MEXICAN / MAYAN Hand Carved Bearded Man Wooden MASK ,35806,16310,687422061,-2:-1:-2,1,0.0,2676.618,0.0,-7.390667,-4.736623,56.944805,0.0,0.0,0.0,172,-100.0
138224,panasonic wv-cl934,Panasonic WV-CL920A SD Wide Dynamic CCTV Color Security Camera WV-CP470 WV-CP460,48638,48668,780090441,1:1:-1,3,0.0,2676.618,0.0,-7.573358,-4.953359,73.077667,0.426535,0.0,0.0,172,1.3563691044
23706,yamaha wolverine 350 4x4,REAR DIFFERENTIAL BEARING SEAL KIT YAMAHA WOLVERINE 350 4WD 1995 1996 1997 1998,43972,11763,753412839,-1:-1:-1,2,0.0,2952.533447,1.0,-6.968271,-4.763908,51.385006,0.129427,1834.0,250000.0,177,-100.0
33320,private files of the shadow hc,"In the Shadow of Edgar Allan Poe HC (Sep 2002, DC)",3981,16541,753409707,-2::-2,1,0.0,2676.618,0.0,-7.473823,-5.041245,33.974041,0.0,0.0,0.0,143,-100.0
97924,lego,NEW John Deere Farm Tractor w/ 2 Mini Figures MEGA BLOKS 117 Pcs works with LEGO,19006,16122,693262156,3:3:-3,4,0.0,1502.411743,1.0,-8.764524,-5.797344,7.797912,0.467368421053,310091.0,73680.0,221,-100.0
27974,side marker 310 fasteners,73-78 NISSAN DATSUN SUNNY 210 140Y B310 B311 SIDE LAMP LIGHT MARKER LIGHT OEM LR,33715,13865,740196397,-1:-2:-2,1,0.0,2676.618,0.0,-7.674912,-4.438983,44.53661,0.400206778961,0.0,0.0,219,-100.0
142275,dream weaver,Gandalf - Dreamweaver [CD New],176984,50673,780087933,3:-1:3,5,0.0,2676.618,0.0,-7.449823,-4.959988,39.670311,0.132521,3066.0,-1000000.0,151,-100.0
163550,replaca bb guns,Lot of 2 Airsoft Combo Spring UZI Guns Pistol Set Handgun w/ 2K BB FREE SHIPPING,160923,60897,809745540,3:3:-2,4,0.0,2676.618,0.0,-9.135649,-4.21718,37.228516,0.426475,0.0,0.0,213,-100.0
23184,audi allroad c6,Audi Quattro Red Black Euro S Line Grill Badge Emblem A3 A4 A5 A6 A7 A8 TT Q5 Q7,33645,11479,753412950,-1:-1:-1,2,0.0,2676.618,0.0,-7.839067,-4.8311,16.504379,0.0,0.0,0.0,216,-100.0
41531,american natives antiques,Antique Native American Indian Chief Relief Cast Iron Bookend Headdress doorstop,1211,20657,693263919,3:-1:3,5,0.0,2676.618,0.0,-7.390667,-4.736623,25.907207,0.0,0.0,0.0,140,-100.0
41225,ford explorer limited,LIMITED EDITION FORD EXPLORER MINT 1/64 SCALE DIE CAST,223,20488,693265114,3:-1:3,5,0.0,1608.272705,1.0,-8.397531,-4.016135,42.062077,0.0,118587.0,-1000000.0,142,-100.0
161576,beast wars test shot,PROTOTYPE Transformers Beast Wars TERRORSAUR,83732,59974,809747150,3:1:3,5,0.0,2676.618,0.0,-8.143094,-4.929114,60.040714,0.441211,0.0,0.0,171,0.202258291663
49601,formula coupons,$20 Enfagrow Coupons / Checks,82228,24595,687422748,3:3:-1,5,0.0,2450.25,1.0,-7.879654,-4.353796,39.038635,0.813496619467,565.0,15434.0,171,-100.0
33233,packs,1957 Topps Isolation Booth Who Was World's Smallest Man  #2 NM-MT Pack Fresh  ,219,16494,753406342,2:-1:3,4,0.0,1057.1875,1.0,-7.390667,-4.736623,10.693215,0.0,482482.0,-1000000.0,146,-100.0
29197,edge 305,New SRAM Computer Mount Adaptor For Garmin edge 205/305/605/705,30108,14468,740194341,-1:3:-1,3,0.0,2641.538574,1.0,-7.805157,-4.33436,32.846432,0.478122396982,282.0,-1000000.0,221,0.0
31144,avey tare vinyl,AVEY TARE - DOWN THERE NEW VINYL,176985,15429,687421838,-1:3:3,5,0.0,2676.618,0.0,-7.390667,-4.736623,90.193466,0.17001003009,0.0,0.0,174,-100.0
221239,dobro,"Willy's Fat Seamless Knuckle Slide CBG/Dobro/National 6.1 mm Thick L  1 1/4""",85857,70792,793071578,3:3:-1,5,0.0,43.705883,1.0,-7.390667,-4.736623,14.963549,0.027254,4371.0,-1000000.0,142,0.782315299593
157657,bmw r80 st fuel tank cover,2004 BMW R1150RT Center Fuel Tank Cover Fairing 46637661145,177783,57976,809744394,1:1:1,4,0.0,2676.618,0.0,-7.47351,-5.040214,58.768681,0.023643,0.0,0.0,213,-100.0
43535,pioneer cdj 2000,Pioneer Pair of CDJ-2000 Nexus (2) CD Players 1 DJM-2000 Nexus DJ Mixer CDJ2000,19699|48460,21653,753408892,3:2:2,5,0.0,2748.105225,1.0,-8.506134,-3.380812,79.624748,0.494257,133.0,-1000000.0,211,1.95285366766
218334,portable pcs,1 Pcs REMAX Portable 5000mAh USB Power Bank Charger For iPhone Samsung HTC Green,123417,69392,793069932,-2:3:-2,3,0.0,2676.618,0.0,-4.10457,-2.495303,20.427691,0.228433,0.0,0.0,231,1.03960590037
142449,hayward pool jets,"1.5"" Pool Spa Insider Slip Return Jet Fitting 3/4"" Opening Hayward SP1421D",159924,50758,780088628,3:1:3,5,0.0,2676.618,0.0,-5.685337,-3.736716,66.125648,0.282505,0.0,0.0,202,-2.13815708603
50902,fisher,Vintage Fisher Telefunken EC92 6AB4 Stereo Tube Results = 3325  #3626,64627,25204,693262365,3:3:-1,5,0.0,1621.785767,1.0,-7.390667,-4.736623,20.376381,0.0,55294.0,196078.0,138,0.786470588235
38378,16w pants,MOSSIMO BLACK GOTH SKINNY ANKLE STRETCH WOMANS PLUS SIZE DRESS PANTS 16W,63863,19051,693265942,3:-1:1,4,0.0,2991.714355,1.0,-8.420533,-4.361236,29.631161,0.470520610938,2964.0,35714.0,212,1.57222838247
24243,logo emblem sticker badge 1994 mitsubishi galant es 2.4l,3D Car Auto Superhero Batman Mask Logo Metal Chrome Emblem Badge Decal Sticker,33654,12022,740195288,-1:1:-1,3,0.0,2676.618,0.0,-8.562007,-4.773434,55.368912,0.0323689289284,0.0,0.0,172,-100.0
